obs_fcst,score_name,score_value
D02 - P10_25,fss_exp_t45,1.0
D02 - P10_25,fss_cutoff_t45,1.0
D02 - P10_25,fss_prob_t55,0.26969696969696977
D02 - P10_25,fss_exp_t55,0.26969696969696977
D02 - P10_25,fss_cutoff_t55,0.26969696969696977
D02 - P10_26,crps_prob,6.061361532199937
D02 - P10_26,crps_exp,6.081769650838957
D02 - P10_26,crps_cutoff,5.989267624059702
D02 - P10_26,mse_prob,112.84885756394496
D02 - P10_26,mse_exp,113.39922025742574
D02 - P10_26,mse_cutoff,110.69496053465345
D02 - P10_26,es_exp,83.71249329445237
D02 - P10_26,es_cutoff,74.12493824791189
D02 - P10_26,fss_prob_t45,1.0
D02 - P10_26,fss_exp_t45,1.0
D02 - P10_26,fss_cutoff_t45,1.0
D02 - P10_26,fss_prob_t55,0.23703703703703705
D02 - P10_26,fss_exp_t55,0.23703703703703705
D02 - P10_26,fss_cutoff_t55,0.23703703703703705
D02 - P10_27,crps_prob,6.153593453630346
D02 - P10_27,crps_exp,6.1723557022368905
D02 - P10_27,crps_cutoff,6.0753996769046275
D02 - P10_27,mse_prob,115.86059285673782
D02 - P10_27,mse_exp,116.42416130693069
D02 - P10_27,mse_cutoff,113.73714340594059
D02 - P10_27,es_exp,84.84132490981227
D02 - P10_27,es_cutoff,75.09436709965976
D02 - P10_27,fss_prob_t45,1.0
D02 - P10_27,fss_exp_t45,1.0
D02 - P10_27,fss_cutoff_t45,1.0
D02 - P10_27,fss_prob_t55,0.20538720538720545
D02 - P10_27,fss_exp_t55,0.20538720538720545
D02 - P10_27,fss_cutoff_t55,0.20538720538720545
D02 - P10_28,crps_prob,6.237238143687472
D02 - P10_28,crps_exp,6.2558437645566345
D02 - P10_28,crps_cutoff,6.153743624812932
D02 - P10_28,mse_prob,118.5671745763337
D02 - P10_28,mse_exp,119.18647651485149
D02 - P10_28,mse_cutoff,116.53164555445544
D02 - P10_28,es_exp,85.8580703236983
D02 - P10_28,es_cutoff,75.980106705925
D02 - P10_28,fss_prob_t45,1.0
D02 - P10_28,fss_exp_t45,1.0
D02 - P10_28,fss_cutoff_t45,1.0
D02 - P10_28,fss_prob_t55,0.17508417508417518
D02 - P10_28,fss_exp_t55,0.17508417508417518
D02 - P10_28,fss_cutoff_t55,0.17508417508417518
D02 - P10_29,crps_prob,6.312653526306694
D02 - P10_29,crps_exp,6.3301127860533795
D02 - P10_29,crps_cutoff,6.223018186503336
D02 - P10_29,mse_prob,120.98175345688709
D02 - P10_29,mse_exp,121.60771099009901
D02 - P10_29,mse_cutoff,118.96826584158414
